State,State Code,County,County Code,Year,Year Code,Month,Month Code,Underlying Cause of death,Underlying Cause of death Code,Deaths,Population,Crude Rate,% of Total Deaths
Massachusetts,25,"Essex County, MA",25009,2015,2015,"Feb., 2015",2015/02,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Essex County, MA",25009,2015,2015,"Mar., 2015",2015/03,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Essex County, MA",25009,2015,2015,"Jul., 2015",2015/07,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Essex County, MA",25009,2015,2015,"Aug., 2015",2015/08,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,19,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Essex County, MA",25009,2015,2015,"Sep., 2015",2015/09,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Essex County, MA",25009,2015,2015,"Nov., 2015",2015/11,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Essex County, MA",25009,2015,2015,"Dec., 2015",2015/12,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,19,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Hampden County, MA",25013,2015,2015,"Nov., 2015",2015/11,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Middlesex County, MA",25017,2015,2015,"Jan., 2015",2015/01,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,20,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Middlesex County, MA",25017,2015,2015,"Jan., 2015",2015/01,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Middlesex County, MA",25017,2015,2015,"Feb., 2015",2015/02,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,25,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Middlesex County, MA",25017,2015,2015,"Mar., 2015",2015/03,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Middlesex County, MA",25017,2015,2015,"Apr., 2015",2015/04,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Middlesex County, MA",25017,2015,2015,"May, 2015",2015/05,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Middlesex County, MA",25017,2015,2015,"Jun., 2015",2015/06,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Middlesex County, MA",25017,2015,2015,"Jul., 2015",2015/07,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Middlesex County, MA",25017,2015,2015,"Aug., 2015",2015/08,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,25,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Middlesex County, MA",25017,2015,2015,"Sep., 2015",2015/09,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Middlesex County, MA",25017,2015,2015,"Oct., 2015",2015/10,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,32,Not Applicable,Not Applicable,0.10%
Massachusetts,25,"Middlesex County, MA",25017,2015,2015,"Nov., 2015",2015/11,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Middlesex County, MA",25017,2015,2015,"Dec., 2015",2015/12,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Norfolk County, MA",25021,2015,2015,"Jan., 2015",2015/01,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Norfolk County, MA",25021,2015,2015,"Feb., 2015",2015/02,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Norfolk County, MA",25021,2015,2015,"May, 2015",2015/05,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Norfolk County, MA",25021,2015,2015,"Jul., 2015",2015/07,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Norfolk County, MA",25021,2015,2015,"Sep., 2015",2015/09,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Norfolk County, MA",25021,2015,2015,"Oct., 2015",2015/10,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Plymouth County, MA",25023,2015,2015,"Feb., 2015",2015/02,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Plymouth County, MA",25023,2015,2015,"Jul., 2015",2015/07,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Plymouth County, MA",25023,2015,2015,"Aug., 2015",2015/08,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Plymouth County, MA",25023,2015,2015,"Sep., 2015",2015/09,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Plymouth County, MA",25023,2015,2015,"Oct., 2015",2015/10,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Plymouth County, MA",25023,2015,2015,"Nov., 2015",2015/11,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Plymouth County, MA",25023,2015,2015,"Dec., 2015",2015/12,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Suffolk County, MA",25025,2015,2015,"Jan., 2015",2015/01,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Suffolk County, MA",25025,2015,2015,"Mar., 2015",2015/03,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Suffolk County, MA",25025,2015,2015,"Apr., 2015",2015/04,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Suffolk County, MA",25025,2015,2015,"Jun., 2015",2015/06,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Suffolk County, MA",25025,2015,2015,"Jul., 2015",2015/07,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Suffolk County, MA",25025,2015,2015,"Aug., 2015",2015/08,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Suffolk County, MA",25025,2015,2015,"Sep., 2015",2015/09,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Suffolk County, MA",25025,2015,2015,"Oct., 2015",2015/10,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Suffolk County, MA",25025,2015,2015,"Nov., 2015",2015/11,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Worcester County, MA",25027,2015,2015,"Jan., 2015",2015/01,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,20,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Worcester County, MA",25027,2015,2015,"Feb., 2015",2015/02,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Worcester County, MA",25027,2015,2015,"Mar., 2015",2015/03,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,19,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Worcester County, MA",25027,2015,2015,"May, 2015",2015/05,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Worcester County, MA",25027,2015,2015,"Jun., 2015",2015/06,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Worcester County, MA",25027,2015,2015,"Jul., 2015",2015/07,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Worcester County, MA",25027,2015,2015,"Aug., 2015",2015/08,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,19,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Worcester County, MA",25027,2015,2015,"Sep., 2015",2015/09,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,25,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Worcester County, MA",25027,2015,2015,"Oct., 2015",2015/10,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,19,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Worcester County, MA",25027,2015,2015,"Nov., 2015",2015/11,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
Michigan,26,"Genesee County, MI",26049,2015,2015,"Sep., 2015",2015/09,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,10,Not Applicable,Not Applicable,0.00%
Michigan,26,"Macomb County, MI",26099,2015,2015,"Jan., 2015",2015/01,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Michigan,26,"Macomb County, MI",26099,2015,2015,"Feb., 2015",2015/02,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,Not Applicable,Not Applicable,0.00%
Michigan,26,"Macomb County, MI",26099,2015,2015,"Mar., 2015",2015/03,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Michigan,26,"Macomb County, MI",26099,2015,2015,"Apr., 2015",2015/04,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
Michigan,26,"Macomb County, MI",26099,2015,2015,"Apr., 2015",2015/04,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,Not Applicable,Not Applicable,0.00%
Michigan,26,"Macomb County, MI",26099,2015,2015,"Jun., 2015",2015/06,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,Not Applicable,Not Applicable,0.00%
Michigan,26,"Oakland County, MI",26125,2015,2015,"Feb., 2015",2015/02,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,11,Not Applicable,Not Applicable,0.00%
Michigan,26,"Oakland County, MI",26125,2015,2015,"Mar., 2015",2015/03,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,12,Not Applicable,Not Applicable,0.00%
Michigan,26,"Oakland County, MI",26125,2015,2015,"Apr., 2015",2015/04,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,14,Not Applicable,Not Applicable,0.00%
Michigan,26,"Oakland County, MI",26125,2015,2015,"May, 2015",2015/05,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,12,Not Applicable,Not Applicable,0.00%
Michigan,26,"Oakland County, MI",26125,2015,2015,"Jun., 2015",2015/06,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,15,Not Applicable,Not Applicable,0.00%
Michigan,26,"Oakland County, MI",26125,2015,2015,"Sep., 2015",2015/09,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,14,Not Applicable,Not Applicable,0.00%
Michigan,26,"Wayne County, MI",26163,2015,2015,"Jan., 2015",2015/01,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,34,Not Applicable,Not Applicable,0.10%
Michigan,26,"Wayne County, MI",26163,2015,2015,"Jan., 2015",2015/01,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,32,Not Applicable,Not Applicable,0.10%
Michigan,26,"Wayne County, MI",26163,2015,2015,"Feb., 2015",2015/02,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,20,Not Applicable,Not Applicable,0.00%
Michigan,26,"Wayne County, MI",26163,2015,2015,"Feb., 2015",2015/02,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,19,Not Applicable,Not Applicable,0.00%
Michigan,26,"Wayne County, MI",26163,2015,2015,"Mar., 2015",2015/03,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,34,Not Applicable,Not Applicable,0.10%
Michigan,26,"Wayne County, MI",26163,2015,2015,"Mar., 2015",2015/03,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,22,Not Applicable,Not Applicable,0.00%
Michigan,26,"Wayne County, MI",26163,2015,2015,"Apr., 2015",2015/04,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,36,Not Applicable,Not Applicable,0.10%
Michigan,26,"Wayne County, MI",26163,2015,2015,"Apr., 2015",2015/04,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,27,Not Applicable,Not Applicable,0.00%
Michigan,26,"Wayne County, MI",26163,2015,2015,"May, 2015",2015/05,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,32,Not Applicable,Not Applicable,0.10%
Michigan,26,"Wayne County, MI",26163,2015,2015,"May, 2015",2015/05,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,Not Applicable,Not Applicable,0.00%
Michigan,26,"Wayne County, MI",26163,2015,2015,"Jun., 2015",2015/06,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,22,Not Applicable,Not Applicable,0.00%
Michigan,26,"Wayne County, MI",26163,2015,2015,"Jun., 2015",2015/06,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,Not Applicable,Not Applicable,0.00%
Michigan,26,"Wayne County, MI",26163,2015,2015,"Jul., 2015",2015/07,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18,Not Applicable,Not Applicable,0.00%
Michigan,26,"Wayne County, MI",26163,2015,2015,"Jul., 2015",2015/07,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,Not Applicable,Not Applicable,0.00%
Michigan,26,"Wayne County, MI",26163,2015,2015,"Aug., 2015",2015/08,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,27,Not Applicable,Not Applicable,0.00%
Michigan,26,"Wayne County, MI",26163,2015,2015,"Aug., 2015",2015/08,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,Not Applicable,Not Applicable,0.00%
Michigan,26,"Wayne County, MI",26163,2015,2015,"Sep., 2015",2015/09,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,23,Not Applicable,Not Applicable,0.00%
Michigan,26,"Wayne County, MI",26163,2015,2015,"Sep., 2015",2015/09,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,Not Applicable,Not Applicable,0.00%
Michigan,26,"Wayne County, MI",26163,2015,2015,"Oct., 2015",2015/10,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,22,Not Applicable,Not Applicable,0.00%
Michigan,26,"Wayne County, MI",26163,2015,2015,"Oct., 2015",2015/10,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16,Not Applicable,Not Applicable,0.00%
Michigan,26,"Wayne County, MI",26163,2015,2015,"Nov., 2015",2015/11,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,35,Not Applicable,Not Applicable,0.10%
Michigan,26,"Wayne County, MI",26163,2015,2015,"Nov., 2015",2015/11,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,Not Applicable,Not Applicable,0.00%
Michigan,26,"Wayne County, MI",26163,2015,2015,"Dec., 2015",2015/12,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,19,Not Applicable,Not Applicable,0.00%
Minnesota,27,"Hennepin County, MN",27053,2015,2015,"Nov., 2015",2015/11,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Missouri,29,"St. Louis County, MO",29189,2015,2015,"Feb., 2015",2015/02,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,Not Applicable,Not Applicable,0.00%
Missouri,29,"St. Louis County, MO",29189,2015,2015,"Mar., 2015",2015/03,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Missouri,29,"St. Louis County, MO",29189,2015,2015,"May, 2015",2015/05,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,Not Applicable,Not Applicable,0.00%
Missouri,29,"St. Louis County, MO",29189,2015,2015,"Sep., 2015",2015/09,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
Missouri,29,"St. Louis County, MO",29189,2015,2015,"Nov., 2015",2015/11,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Missouri,29,"St. Louis County, MO",29189,2015,2015,"Dec., 2015",2015/12,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
Missouri,29,"St. Louis city, MO",29510,2015,2015,"Feb., 2015",2015/02,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Missouri,29,"St. Louis city, MO",29510,2015,2015,"Aug., 2015",2015/08,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Nevada,32,"Clark County, NV",32003,2015,2015,"Jan., 2015",2015/01,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,Not Applicable,Not Applicable,0.00%
Nevada,32,"Clark County, NV",32003,2015,2015,"Jan., 2015",2015/01,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,Not Applicable,Not Applicable,0.00%
Nevada,32,"Clark County, NV",32003,2015,2015,"Mar., 2015",2015/03,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,Not Applicable,Not Applicable,0.00%
Nevada,32,"Clark County, NV",32003,2015,2015,"Mar., 2015",2015/03,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,Not Applicable,Not Applicable,0.00%
Nevada,32,"Clark County, NV",32003,2015,2015,"Apr., 2015",2015/04,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,Not Applicable,Not Applicable,0.00%
Nevada,32,"Clark County, NV",32003,2015,2015,"Apr., 2015",2015/04,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,Not Applicable,Not Applicable,0.00%
Nevada,32,"Clark County, NV",32003,2015,2015,"May, 2015",2015/05,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,Not Applicable,Not Applicable,0.00%
Nevada,32,"Clark County, NV",32003,2015,2015,"Jun., 2015",2015/06,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
Nevada,32,"Clark County, NV",32003,2015,2015,"Jun., 2015",2015/06,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,Not Applicable,Not Applicable,0.00%
Nevada,32,"Clark County, NV",32003,2015,2015,"Jul., 2015",2015/07,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,Not Applicable,Not Applicable,0.00%
Nevada,32,"Clark County, NV",32003,2015,2015,"Aug., 2015",2015/08,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,10,Not Applicable,Not Applicable,0.00%
Nevada,32,"Clark County, NV",32003,2015,2015,"Aug., 2015",2015/08,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,Not Applicable,Not Applicable,0.00%
Nevada,32,"Clark County, NV",32003,2015,2015,"Aug., 2015",2015/08,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,Not Applicable,Not Applicable,0.00%
Nevada,32,"Clark County, NV",32003,2015,2015,"Sep., 2015",2015/09,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,Not Applicable,Not Applicable,0.00%
Nevada,32,"Clark County, NV",32003,2015,2015,"Sep., 2015",2015/09,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,Not Applicable,Not Applicable,0.00%
Nevada,32,"Clark County, NV",32003,2015,2015,"Oct., 2015",2015/10,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,Not Applicable,Not Applicable,0.00%
Nevada,32,"Clark County, NV",32003,2015,2015,"Oct., 2015",2015/10,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,Not Applicable,Not Applicable,0.00%
Nevada,32,"Clark County, NV",32003,2015,2015,"Nov., 2015",2015/11,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,Not Applicable,Not Applicable,0.00%
Nevada,32,"Clark County, NV",32003,2015,2015,"Nov., 2015",2015/11,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,Not Applicable,Not Applicable,0.00%
Nevada,32,"Clark County, NV",32003,2015,2015,"Dec., 2015",2015/12,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Nevada,32,"Clark County, NV",32003,2015,2015,"Dec., 2015",2015/12,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,24,Not Applicable,Not Applicable,0.00%
New Hampshire,33,"Hillsborough County, NH",33011,2015,2015,"Jan., 2015",2015/01,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,Not Applicable,Not Applicable,0.00%
New Hampshire,33,"Hillsborough County, NH",33011,2015,2015,"Feb., 2015",2015/02,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
New Hampshire,33,"Hillsborough County, NH",33011,2015,2015,"Mar., 2015",2015/03,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,Not Applicable,Not Applicable,0.00%
New Hampshire,33,"Hillsborough County, NH",33011,2015,2015,"Apr., 2015",2015/04,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,Not Applicable,Not Applicable,0.00%
New Hampshire,33,"Hillsborough County, NH",33011,2015,2015,"May, 2015",2015/05,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
New Hampshire,33,"Hillsborough County, NH",33011,2015,2015,"Jun., 2015",2015/06,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,Not Applicable,Not Applicable,0.00%
New Hampshire,33,"Hillsborough County, NH",33011,2015,2015,"Sep., 2015",2015/09,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16,Not Applicable,Not Applicable,0.00%
New Hampshire,33,"Hillsborough County, NH",33011,2015,2015,"Oct., 2015",2015/10,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16,Not Applicable,Not Applicable,0.00%
New Hampshire,33,"Hillsborough County, NH",33011,2015,2015,"Nov., 2015",2015/11,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
New Hampshire,33,"Rockingham County, NH",33015,2015,2015,"May, 2015",2015/05,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
