,Utilization Type,State,label_code,product_code,package_size,Year,Quarter,product_name,suppression,units_reimb,num_rx,total_amt_reimb,med_amt_reimb,nonmed_amt_reimb,qtr_begin,qtr_begin_date,Latitude,Longitude,Location,NDC,PRODUCTNDC,PRODUCTID,PRODUCTTYPENAME,PROPRIETARYNAME,PROPRIETARYNAMESUFFIX,NONPROPRIETARYNAME,DOSAGEFORMNAME,ROUTENAME,STARTMARKETINGDATE,ENDMARKETINGDATE,MARKETINGCATEGORYNAME,APPLICATIONNUMBER,LABELERNAME,SUBSTANCENAME,ACTIVE_NUMERATOR_STRENGTH,ACTIVE_INGRED_UNIT,PHARM_CLASSES,DEASCHEDULE,startdate,enddate
2726,MCOU,ND,50458,860,1,2017,2,NUCYNTA ER,True,,,,,,4/1,04/01/2017 12:00:00 AM,47.5362,-99.793,"(47.5362, -99.793)",50458086001,50458-860,50458-860_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,50,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
2727,MCOU,KY,74,3043,53,2017,2,VICODIN ES,True,,,,,,4/1,04/01/2017 12:00:00 AM,37.669,-84.6514,"(37.669, -84.6514)",74304353,74-3043,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
2728,MCOU,MA,59011,420,20,2017,2,OXYCONTIN,True,,,,,,4/1,04/01/2017 12:00:00 AM,42.2373,-71.5314,"(42.2373, -71.5314)",59011042020,59011-420,59011-420_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,20,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
2729,FFSU,TX,59011,460,10,2017,2,OXYCONTIN,True,,,,,,4/1,04/01/2017 12:00:00 AM,31.106,-97.6475,"(31.106, -97.6475)",59011046010,59011-460,59011-460_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,60,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
2730,FFSU,IA,59011,460,10,2017,2,OXYCONTIN,True,,,,,,4/1,04/01/2017 12:00:00 AM,42.0046,-93.214,"(42.0046, -93.214)",59011046010,59011-460,59011-460_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,60,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
2731,FFSU,CO,50458,860,1,2017,2,NUCYNTA ER,False,2378.0,44.0,13445.61,13445.61,0.0,4/1,04/01/2017 12:00:00 AM,39.0646,-105.3272,"(39.0646, -105.3272)",50458086001,50458-860,50458-860_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,50,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
2732,MCOU,NM,59011,420,10,2017,2,OXYCONTIN,False,2690.0,46.0,17370.65,17370.65,0.0,4/1,04/01/2017 12:00:00 AM,34.8375,-106.2371,"(34.8375, -106.2371)",59011042010,59011-420,59011-420_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,20,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
2733,FFSU,NC,52544,896,60,2017,2,KADIAN,True,,,,,,4/1,04/01/2017 12:00:00 AM,35.6411,-79.8431,"(35.6411, -79.8431)",52544089660,52544-896,52544-896_16fca660-5ea4-4ad4-8c9f-df070266383e,HUMAN PRESCRIPTION DRUG,Kadian,,morphine sulfate,"CAPSULE, EXTENDED RELEASE",ORAL,20090407,0,NDA,NDA020616,"Actavis Pharma, Inc.",MORPHINE SULFATE,80,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2009-04-07,1970-01-01
2734,MCOU,LA,51862,585,5,2017,2,LORCET,True,,,,,,4/1,04/01/2017 12:00:00 AM,31.1801,-91.8749,"(31.1801, -91.8749)",51862058505,51862-585,51862-585_e98ec25b-0e74-4b6e-8ef0-b57f57006da8,HUMAN PRESCRIPTION DRUG,LORCET,,Hydrocodone Bitartrate and Acetaminophen,TABLET,ORAL,20161214,0,ANDA,ANDA090118,Mayne Pharma Inc.,HYDROCODONE BITARTRATE; ACETAMINOPHEN,5; 325,mg/1; mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2016-12-14,1970-01-01
2735,MCOU,MD,59011,440,20,2017,2,OXYCONTIN,True,,,,,,4/1,04/01/2017 12:00:00 AM,39.0724,-76.7902,"(39.0724, -76.7902)",59011044020,59011-440,59011-440_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,40,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
2736,FFSU,AR,60793,431,20,2017,2,EMBEDA,False,7468.0,148.0,69284.7,69284.7,0.0,4/1,04/01/2017 12:00:00 AM,34.9513,-92.3809,"(34.9513, -92.3809)",60793043120,60793-431,60793-431_22852274-22cf-4619-9980-4ae3bc0ffdc6,HUMAN PRESCRIPTION DRUG,EMBEDA,,MORPHINE SULFATE and NALTREXONE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE",ORAL,20090813,0,NDA,NDA022321,Pfizer Laboratories Div Pfizer Inc,MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE,30; 1.2,mg/1; mg/1,"Opioid Antagonist [EPC],Opioid Antagonists [MoA],Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2009-08-13,1970-01-01
2737,FFSU,KY,59011,410,10,2017,2,OXYCONTIN,False,364.0,13.0,801.99,801.99,0.0,4/1,04/01/2017 12:00:00 AM,37.669,-84.6514,"(37.669, -84.6514)",59011041010,59011-410,59011-410_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,10,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
2738,FFSU,MN,378,9121,98,2017,1,FENTANYL,False,304.0,36.0,1714.89,1714.89,0.0,1/1,01/01/2017 12:00:00 AM,45.7326,-93.9196,"(45.7326, -93.9196)",378912198,378-9121,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
2739,FFSU,XX,74,2332,11,2017,2,DILAUDID,False,808.0,155.0,20717.41,20717.41,0.0,4/1,04/01/2017 12:00:00 AM,,,,74233211,74-2332,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
2740,FFSU,AK,378,9119,98,2017,2,FENTANYL,True,,,,,,4/1,04/01/2017 12:00:00 AM,61.385,-152.2683,"(61.385, -152.2683)",378911998,378-9119,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
2741,FFSU,NC,47781,423,47,2017,2,FENTANYL,True,,,,,,4/1,04/01/2017 12:00:00 AM,35.6411,-79.8431,"(35.6411, -79.8431)",47781042347,47781-423,47781-423_39856e0a-d53f-48f6-812b-f21ec138c314,HUMAN PRESCRIPTION DRUG,Fentanyl System,,Fentanyl,PATCH,TRANSDERMAL,20161104,0,ANDA,ANDA202097,"Alvogen, Inc.",FENTANYL,12.5,ug/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2016-11-04,1970-01-01
2742,FFSU,ID,378,9122,98,2017,2,FENTANYL,False,135.0,12.0,830.88,830.88,0.0,4/1,04/01/2017 12:00:00 AM,44.2394,-114.5103,"(44.2394, -114.5103)",378912298,378-9122,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
2743,FFSU,MN,59011,410,10,2017,2,OXYCONTIN,False,3507.0,52.0,12194.2,10250.72,1943.48,4/1,04/01/2017 12:00:00 AM,45.7326,-93.9196,"(45.7326, -93.9196)",59011041010,59011-410,59011-410_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,10,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
2744,FFSU,NH,59011,460,10,2017,2,OXYCONTIN,True,,,,,,4/1,04/01/2017 12:00:00 AM,43.4108,-71.5653,"(43.4108, -71.5653)",59011046010,59011-460,59011-460_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,60,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
2745,MCOU,FL,406,9075,76,2017,2,FENTANYL,False,4097.0,421.0,45622.3,45596.84,25.46,4/1,04/01/2017 12:00:00 AM,27.8333,-81.717,"(27.8333, -81.717)",406907576,406-9075,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
2746,FFSU,KY,406,9050,76,2017,2,FENTANYL,False,120.0,12.0,626.23,626.23,0.0,4/1,04/01/2017 12:00:00 AM,37.669,-84.6514,"(37.669, -84.6514)",406905076,406-9050,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
2747,MCOU,KY,59011,758,4,2017,2,BUTRANS,False,148.0,37.0,19738.48,19738.48,0.0,4/1,04/01/2017 12:00:00 AM,37.669,-84.6514,"(37.669, -84.6514)",59011075804,59011-758,59011-758_48dabfa7-0727-1779-6d41-cffa031eeb77,HUMAN PRESCRIPTION DRUG,Butrans,,buprenorphine,"PATCH, EXTENDED RELEASE",TRANSDERMAL,20110214,0,NDA,NDA021306,Purdue Pharma LP,BUPRENORPHINE,15,ug/h,"Partial Opioid Agonist [EPC],Partial Opioid Agonists [MoA]",CIII,2011-02-14,1970-01-01
2748,MCOU,OH,59011,440,10,2017,1,OXYCONTIN,False,28675.0,444.0,293396.36,291577.9,1818.46,1/1,01/01/2017 12:00:00 AM,40.3736,-82.7755,"(40.3736, -82.7755)",59011044010,59011-440,59011-440_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,40,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
2749,MCOU,SC,63481,818,60,2017,2,OPANA ER,True,,,,,,4/1,04/01/2017 12:00:00 AM,33.8191,-80.9066,"(33.8191, -80.9066)",63481081860,63481-818,63481-818_ee1e2e27-7455-429d-99d1-e5962ac1eb2c,HUMAN PRESCRIPTION DRUG,Opana,ER,oxymorphone hydrochloride,"TABLET, EXTENDED RELEASE",ORAL,20120320,20190701,NDA,NDA201655,"Endo Pharmaceuticals, Inc.",OXYMORPHONE HYDROCHLORIDE,40,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2012-03-20,2019-07-01
2750,MCOU,IL,50458,90,5,2017,2,DURAGESIC,True,,,,,,4/1,04/01/2017 12:00:00 AM,40.3363,-89.0022,"(40.3363, -89.0022)",50458009005,50458-90,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
2751,MCOU,KY,59011,420,10,2017,1,OXYCONTIN,False,13729.0,235.0,87764.93,86304.8,1460.13,1/1,01/01/2017 12:00:00 AM,37.669,-84.6514,"(37.669, -84.6514)",59011042010,59011-420,59011-420_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,20,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
2752,FFSU,SD,59011,420,10,2017,2,OXYCONTIN,False,3702.0,76.0,24339.53,23986.13,353.4,4/1,04/01/2017 12:00:00 AM,44.2853,-99.4632,"(44.2853, -99.4632)",59011042010,59011-420,59011-420_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,20,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
2753,FFSU,KY,591,3214,72,2017,2,FENTANYL,True,,,,,,4/1,04/01/2017 12:00:00 AM,37.669,-84.6514,"(37.669, -84.6514)",591321472,591-3214,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
2754,FFSU,CO,60505,7008,2,2017,2,FENTANYL,True,,,,,,4/1,04/01/2017 12:00:00 AM,39.0646,-105.3272,"(39.0646, -105.3272)",60505700802,60505-7008,60505-7008_e7df6bc0-959b-4010-614b-c4a77de3b53f,HUMAN PRESCRIPTION DRUG,FENTANYL,,FENTANYL,"PATCH, EXTENDED RELEASE",TRANSDERMAL,20130404,0,ANDA,ANDA077449,Apotex Corp.,FENTANYL,75,ug/h,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2013-04-04,1970-01-01
2755,FFSU,MN,406,527,10,2017,2,METHADOSE,True,,,,,,4/1,04/01/2017 12:00:00 AM,45.7326,-93.9196,"(45.7326, -93.9196)",406052710,406-527,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
2756,FFSU,AR,60793,434,20,2017,2,EMBEDA,False,840.0,17.0,12145.79,12145.79,0.0,4/1,04/01/2017 12:00:00 AM,34.9513,-92.3809,"(34.9513, -92.3809)",60793043420,60793-434,60793-434_22852274-22cf-4619-9980-4ae3bc0ffdc6,HUMAN PRESCRIPTION DRUG,EMBEDA,,MORPHINE SULFATE and NALTREXONE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE",ORAL,20090813,0,NDA,NDA022321,Pfizer Laboratories Div Pfizer Inc,MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE,60; 2.4,mg/1; mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC],Opioid Antagonist [EPC],Opioid Antagonists [MoA]",CII,2009-08-13,1970-01-01
2757,MCOU,CA,50458,860,1,2017,2,NUCYNTA ER,False,2510.0,41.0,14354.66,14354.66,0.0,4/1,04/01/2017 12:00:00 AM,36.17,-119.7462,"(36.17, -119.7462)",50458086001,50458-860,50458-860_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,50,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
2758,MCOU,LA,59011,480,10,2017,2,OXYCONTIN,False,3334.0,51.0,61889.58,53536.08,8353.5,4/1,04/01/2017 12:00:00 AM,31.1801,-91.8749,"(31.1801, -91.8749)",59011048010,59011-480,59011-480_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,80,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
2759,FFSU,AR,59011,758,4,2017,2,BUTRANS,False,556.0,139.0,72228.97,71267.44,961.53,4/1,04/01/2017 12:00:00 AM,34.9513,-92.3809,"(34.9513, -92.3809)",59011075804,59011-758,59011-758_48dabfa7-0727-1779-6d41-cffa031eeb77,HUMAN PRESCRIPTION DRUG,Butrans,,buprenorphine,"PATCH, EXTENDED RELEASE",TRANSDERMAL,20110214,0,NDA,NDA021306,Purdue Pharma LP,BUPRENORPHINE,15,ug/h,"Partial Opioid Agonist [EPC],Partial Opioid Agonists [MoA]",CIII,2011-02-14,1970-01-01
2760,MCOU,VA,50458,862,1,2017,2,NUCYNTA ER,True,,,,,,4/1,04/01/2017 12:00:00 AM,37.768,-78.2057,"(37.768, -78.2057)",50458086201,50458-862,50458-862_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,150,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
2761,MCOU,LA,63481,816,60,2017,2,OPANA ER,True,,,,,,4/1,04/01/2017 12:00:00 AM,31.1801,-91.8749,"(31.1801, -91.8749)",63481081660,63481-816,63481-816_ee1e2e27-7455-429d-99d1-e5962ac1eb2c,HUMAN PRESCRIPTION DRUG,Opana,ER,oxymorphone hydrochloride,"TABLET, EXTENDED RELEASE",ORAL,20120320,20190801,NDA,NDA201655,"Endo Pharmaceuticals, Inc.",OXYMORPHONE HYDROCHLORIDE,20,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2012-03-20,2019-08-01
2762,MCOU,KY,50458,864,1,2017,2,NUCYNTA ER,True,,,,,,4/1,04/01/2017 12:00:00 AM,37.669,-84.6514,"(37.669, -84.6514)",50458086401,50458-864,50458-864_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,250,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
2763,FFSU,VT,59011,262,10,2017,2,MS CONTIN,True,,,,,,4/1,04/01/2017 12:00:00 AM,44.0407,-72.7093,"(44.0407, -72.7093)",59011026210,59011-262,59011-262_7132048d-6d8b-ad24-09ad-1d2d8c7e727e,HUMAN PRESCRIPTION DRUG,MS Contin,,morphine sulfate,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,19870701,0,NDA,NDA019516,Purdue Pharma LP,MORPHINE SULFATE,60,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,1987-07-01,1970-01-01
2764,FFSU,VT,50458,862,1,2017,2,NUCYNTA ER,True,,,,,,4/1,04/01/2017 12:00:00 AM,44.0407,-72.7093,"(44.0407, -72.7093)",50458086201,50458-862,50458-862_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,150,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
2765,FFSU,OH,50458,863,1,2017,2,NUCYNTA ER,True,,,,,,4/1,04/01/2017 12:00:00 AM,40.3736,-82.7755,"(40.3736, -82.7755)",50458086301,50458-863,50458-863_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,200,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
2766,MCOU,KY,63481,816,60,2017,1,OPANA ER,False,2390.0,39.0,21324.82,21324.82,0.0,1/1,01/01/2017 12:00:00 AM,37.669,-84.6514,"(37.669, -84.6514)",63481081660,63481-816,63481-816_ee1e2e27-7455-429d-99d1-e5962ac1eb2c,HUMAN PRESCRIPTION DRUG,Opana,ER,oxymorphone hydrochloride,"TABLET, EXTENDED RELEASE",ORAL,20120320,20190801,NDA,NDA201655,"Endo Pharmaceuticals, Inc.",OXYMORPHONE HYDROCHLORIDE,20,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2012-03-20,2019-08-01
2767,MCOU,AZ,60793,431,20,2017,1,EMBEDA,False,990.0,25.0,7402.11,7402.11,0.0,1/1,01/01/2017 12:00:00 AM,33.7712,-111.3877,"(33.7712, -111.3877)",60793043120,60793-431,60793-431_22852274-22cf-4619-9980-4ae3bc0ffdc6,HUMAN PRESCRIPTION DRUG,EMBEDA,,MORPHINE SULFATE and NALTREXONE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE",ORAL,20090813,0,NDA,NDA022321,Pfizer Laboratories Div Pfizer Inc,MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE,30; 1.2,mg/1; mg/1,"Opioid Antagonist [EPC],Opioid Antagonists [MoA],Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2009-08-13,1970-01-01
2768,MCOU,IN,50458,863,1,2017,1,NUCYNTA ER,False,2154.0,39.0,34541.38,34541.38,0.0,1/1,01/01/2017 12:00:00 AM,39.8647,-86.2604,"(39.8647, -86.2604)",50458086301,50458-863,50458-863_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,200,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
2769,FFSU,VT,59011,420,10,2017,2,OXYCONTIN,False,5790.0,113.0,35595.15,35595.15,0.0,4/1,04/01/2017 12:00:00 AM,44.0407,-72.7093,"(44.0407, -72.7093)",59011042010,59011-420,59011-420_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,20,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
2770,FFSU,MN,50458,92,5,2017,2,DURAGESIC,True,,,,,,4/1,04/01/2017 12:00:00 AM,45.7326,-93.9196,"(45.7326, -93.9196)",50458009205,50458-92,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
2771,FFSU,WA,50458,861,1,2017,2,NUCYNTA ER,True,,,,,,4/1,04/01/2017 12:00:00 AM,47.3917,-121.5708,"(47.3917, -121.5708)",50458086101,50458-861,50458-861_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,100,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
2772,FFSU,TX,74,3054,13,2017,2,VICODIN HP,True,,,,,,4/1,04/01/2017 12:00:00 AM,31.106,-97.6475,"(31.106, -97.6475)",74305413,74-3054,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
2773,MCOU,LA,591,3212,72,2017,1,FENTANYL,False,1325.0,141.0,8846.44,8819.79,26.65,1/1,01/01/2017 12:00:00 AM,31.1801,-91.8749,"(31.1801, -91.8749)",591321272,591-3212,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
2774,MCOU,NH,378,9121,98,2017,1,FENTANYL,False,404.0,39.0,2131.64,2021.1,110.54,1/1,01/01/2017 12:00:00 AM,43.4108,-71.5653,"(43.4108, -71.5653)",378912198,378-9121,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
2775,MCOU,XX,59011,460,10,2017,2,OXYCONTIN,False,241910.0,3737.0,3512025.54,3439409.25,72616.29,4/1,04/01/2017 12:00:00 AM,,,,59011046010,59011-460,59011-460_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,60,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
2776,MCOU,NM,74,3054,53,2017,2,VICODIN HP,True,,,,,,4/1,04/01/2017 12:00:00 AM,34.8375,-106.2371,"(34.8375, -106.2371)",74305453,74-3054,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
2777,MCOU,FL,591,3212,72,2017,1,FENTANYL,False,3796.0,395.0,27570.44,27570.44,0.0,1/1,01/01/2017 12:00:00 AM,27.8333,-81.717,"(27.8333, -81.717)",591321272,591-3212,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
2778,FFSU,CO,591,3213,72,2017,2,FENTANYL,False,995.0,90.0,12814.63,12443.42,371.21,4/1,04/01/2017 12:00:00 AM,39.0646,-105.3272,"(39.0646, -105.3272)",591321372,591-3213,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
